id,status,reported,modified,component,version,platform,importance,flags,cc_list,comments,url,category,reporter,depends,blocks,attempts,loc_per_attempt,reopened
1010066,UNCONFIRMED,2014-05-13 22:40,2014-05-27 18:59,Gaia::Settings,unspecified,ARM Gonk (Firefox OS),-- major,,2,0,https://bugzilla.mozilla.org/show_bug.cgi?id=1010066,,promise09th,0,0,0,0,0
1010638,ASSIGNED,2014-05-14 18:50,2014-06-24 13:42,Performance,unspecified,All Gonk (Firefox OS),P1 normal,blocking-b2g: 1.4+,20,48,https://bugzilla.mozilla.org/show_bug.cgi?id=1010638,,Jaemin Song,0,0,2,109 132,0
1010758,RESOLVED FIXED,2014-05-15 03:37,2014-06-11 12:36,Certification Suite,unspecified,ARM Gonk (Firefox OS),-- normal,,4,7,https://bugzilla.mozilla.org/show_bug.cgi?id=1010758,,Gnaneswar,0,1,0,0,0
1011805,RESOLVED FIXED,2014-05-16 17:22,2014-05-27 16:42,Vendcom,unspecified,ARM Gonk (Firefox OS),-- normal,,4,9,https://bugzilla.mozilla.org/show_bug.cgi?id=1011805,,mclemmons,0,0,0,0,0
1013066,NEW,2014-05-19 23:14,2014-06-25 19:22,GonkIntegration,unspecified,All All,-- normal,blocking-b2g: 1.3+,11,16,https://bugzilla.mozilla.org/show_bug.cgi?id=1013066,,Duan Xiaodong,0,0,1,51,0
1013734,NEW,2014-05-20 20:30,2014-06-26 09:27,Vendcom,unspecified,ARM Gonk (Firefox OS),-- normal,,15,15,https://bugzilla.mozilla.org/show_bug.cgi?id=1013734,,Mike Lien[:mlien],1,1,0,0,0
1015864,RESOLVED DUPLICATE of,2014-05-26 01:37,2014-05-28 06:18,General,unspecified,ARM Gonk (Firefox OS),-- normal,,1,1,https://bugzilla.mozilla.org/show_bug.cgi?id=1015864,,Al Tsai [:atsai],0,1,0,0,0
1017452,NEW,2014-05-28 23:56,2014-05-28 23:56,Gaia::System,unspecified,ARM Gonk (Firefox OS),-- normal,,0,0,https://bugzilla.mozilla.org/show_bug.cgi?id=1017452,,Al Tsai [:atsai],0,1,0,0,0
1018298,RESOLVED DUPLICATE of,2014-05-30 09:52,2014-05-31 04:52,Gaia::System::Window Mgmt,unspecified,ARM Gonk (Firefox OS),-- normal,,4,3,https://bugzilla.mozilla.org/show_bug.cgi?id=1018298,,Eric Chang [:ericcc] [:echang],0,0,0,0,0
1019348,NEW,2014-06-02 19:55,2014-06-25 10:03,Wifi,unspecified,ARM Gonk (Firefox OS),-- critical,,5,7,https://bugzilla.mozilla.org/show_bug.cgi?id=1019348,,panda67231,0,1,0,0,0
1020885,UNCONFIRMED,2014-06-05 02:56,2014-06-22 12:02,Hardware,unspecified,ARM Gonk (Firefox OS),-- normal,,3,0,https://bugzilla.mozilla.org/show_bug.cgi?id=1020885,,greatwall2686,0,1,0,0,0
1021486,NEW,2014-06-05 20:28,2014-06-24 22:52,Gaia::FMRadio,unspecified,Other Other,P1 blocker,blocking-b2g: backlog,13,11,https://bugzilla.mozilla.org/show_bug.cgi?id=1021486,,pcheng,0,0,1,13,0
1021656,NEW,2014-06-06 03:55,2014-06-08 20:24,Gaia::System,unspecified,ARM Gonk (Firefox OS),-- normal,,2,0,https://bugzilla.mozilla.org/show_bug.cgi?id=1021656,,greatwall2686,0,1,0,0,0
1022487,RESOLVED WORKSFORME,2014-06-08 23:11,2014-06-17 19:57,Gaia::System::Window Mgmt,unspecified,x86_64 Linux,-- normal,blocking-b2g: 2.0+,7,4,https://bugzilla.mozilla.org/show_bug.cgi?id=1022487,,Eric Chang [:ericcc] [:echang],0,0,0,0,0
1022878,RESOLVED FIXED,2014-06-09 13:11,2014-06-12 09:39,Gaia::System::Lockscreen,unspecified,ARM Gonk (Firefox OS),-- normal,blocking-b2g: 2.0+,10,9,https://bugzilla.mozilla.org/show_bug.cgi?id=1022878,,Brogan Zumwalt,0,1,0,0,0
1023008,RESOLVED WORKSFORME,2014-06-09 17:47,2014-06-13 22:29,Gaia::System,unspecified,ARM Gonk (Firefox OS),-- normal,,5,10,https://bugzilla.mozilla.org/show_bug.cgi?id=1023008,,Naoki Hirata :nhirata (please use needinfo instead of cc),0,0,0,0,0
1023465,NEW,2014-06-10 11:42,2014-06-10 21:43,Gaia::System,unspecified,x86 Mac OS X,-- normal,,1,1,https://bugzilla.mozilla.org/show_bug.cgi?id=1023465,,Peter deHaan [:pdehaan],0,0,0,0,0
1023728,UNCONFIRMED,2014-06-10 23:34,2014-06-22 10:46,Gaia::Settings,unspecified,ARM Gonk (Firefox OS),-- normal,,1,4,https://bugzilla.mozilla.org/show_bug.cgi?id=1023728,,panda67231,0,1,0,0,0
1024077,RESOLVED DUPLICATE of,2014-06-11 13:02,2014-06-11 14:51,Gaia::System,unspecified,ARM Gonk (Firefox OS),-- normal,,1,2,https://bugzilla.mozilla.org/show_bug.cgi?id=1024077,,psiphantong,0,0,0,0,0
1024384,NEW,2014-06-12 02:08,2014-06-25 06:35,Gaia::Settings,unspecified,ARM Gonk (Firefox OS),-- normal,,2,0,https://bugzilla.mozilla.org/show_bug.cgi?id=1024384,,Isabel Rios [:isabel_rios],0,0,0,0,0
1024834,NEW,2014-06-12 19:29,2014-06-12 19:43,Gaia::System::Window Mgmt,unspecified,ARM Gonk (Firefox OS),-- normal,,0,1,https://bugzilla.mozilla.org/show_bug.cgi?id=1024834,,Jukka Jylänki,0,0,0,0,0
1026153,RESOLVED FIXED,2014-06-16 14:11,2014-06-20 20:36,Gaia::Homescreen,unspecified,x86 Mac OS X,-- normal,,5,7,https://bugzilla.mozilla.org/show_bug.cgi?id=1026153,,jsavory,0,1,0,0,0
738529,RESOLVED FIXED,2012-03-22 19:24,2012-03-24 23:53,General,unspecified,All All,-- normal,,1,7,https://bugzilla.mozilla.org/show_bug.cgi?id=738529,,&lt;away until June 29&gt; Kan-Ru Chen [:kanru],1,0,1,60,0
739019,RESOLVED FIXED,2012-03-24 23:53,2012-03-25 00:39,General,unspecified,x86_64 Linux,-- normal,,3,2,https://bugzilla.mozilla.org/show_bug.cgi?id=739019,,Chris Jones [:cjones] mostly inactive; ni?/f?/r? if you need me,0,1,2,21 29,0
769220,RESOLVED DUPLICATE of,2012-06-28 05:14,2014-01-03 02:53,General,unspecified,ARM All,-- major,,6,3,https://bugzilla.mozilla.org/show_bug.cgi?id=769220,,Tony Chung [:tchung],0,0,0,0,0
776808,NEW,2012-07-23 21:38,2012-07-27 17:55,General,unspecified,x86 Mac OS X,-- normal,blocking-basecamp: -,6,7,https://bugzilla.mozilla.org/show_bug.cgi?id=776808,,Tony Chung [:tchung],1,0,0,0,0
796243,RESOLVED WORKSFORME,2012-10-01 18:04,2012-12-13 14:49,Gaia::System::Lockscreen,unspecified,All All,-- normal,blocking-basecamp: -,4,3,https://bugzilla.mozilla.org/show_bug.cgi?id=796243,,GH to BZ,0,0,0,0,0
796736,NEW,2012-10-01 23:12,2013-01-16 06:37,Gaia::System,unspecified,All All,-- normal,,4,3,https://bugzilla.mozilla.org/show_bug.cgi?id=796736,,GH to BZ,0,0,0,0,0
804468,VERIFIED FIXED,2012-10-22 22:32,2013-01-04 10:33,Gaia,unspecified,All All,P1 normal,blocking-basecamp: +,4,5,https://bugzilla.mozilla.org/show_bug.cgi?id=804468,,Tim Guan-tin Chien [:timdream] (MoCo-TPE) (please ni?),1,0,0,0,0
806668,RESOLVED DUPLICATE of,2012-10-29 19:32,2012-12-10 08:12,Hardware,unspecified,ARM Android,-- normal,blocking-basecamp: +,11,16,https://bugzilla.mozilla.org/show_bug.cgi?id=806668,,Lawrence Mandel [:lmandel],0,0,0,0,1
809098,NEW,2012-11-06 09:56,2012-11-07 19:00,General,unspecified,x86 Mac OS X,-- normal,,13,12,https://bugzilla.mozilla.org/show_bug.cgi?id=809098,,Justin Lebar (not reading bugmail),0,1,0,0,0
809994,VERIFIED FIXED,2012-11-08 12:24,2012-12-31 11:37,Gaia,unspecified,x86 Mac OS X,P1 normal,blocking-basecamp: +,8,6,https://bugzilla.mozilla.org/show_bug.cgi?id=809994,,Dietrich Ayala (:dietrich),0,0,0,0,0
811249,RESOLVED FIXED,2012-11-13 02:35,2012-12-03 11:07,Gaia::System,unspecified,x86_64 Linux,-- normal,blocking-basecamp: +,5,8,https://bugzilla.mozilla.org/show_bug.cgi?id=811249,,Etienne Segonzac (:etienne),0,0,1,303,0
811662,RESOLVED INCOMPLETE,2012-11-14 01:32,2012-11-14 04:35,Gaia,unspecified,x86_64 Linux,-- normal,,0,1,https://bugzilla.mozilla.org/show_bug.cgi?id=811662,,Julien Wajsberg [:julienw] (away June 21 to 30),0,0,0,0,0
818840,NEW,2012-12-06 02:37,2014-05-14 00:41,Gaia::System,unspecified,x86_64 Linux,-- normal,,2,1,https://bugzilla.mozilla.org/show_bug.cgi?id=818840,,Etienne Segonzac (:etienne),0,0,0,0,0
820130,VERIFIED FIXED,2012-12-10 13:39,2013-01-17 18:33,Gaia::Clock,unspecified,All Gonk (Firefox OS),P1 normal,blocking-basecamp: +,11,14,https://bugzilla.mozilla.org/show_bug.cgi?id=820130,,&lt;away until June 29&gt; Kan-Ru Chen [:kanru],0,0,0,0,0
821462,RESOLVED WORKSFORME,2012-12-13 13:24,2013-05-30 18:43,General,unspecified,x86 Mac OS X,P2 normal,blocking-basecamp: -,17,13,https://bugzilla.mozilla.org/show_bug.cgi?id=821462,,Lukas Blakk [:lsblakk],0,0,0,0,1
826151,RESOLVED WORKSFORME,2013-01-02 19:33,2013-04-15 08:44,Gaia::System::Lockscreen,unspecified,x86_64 Linux,-- normal,,0,2,https://bugzilla.mozilla.org/show_bug.cgi?id=826151,,Al Tsai [:atsai],0,0,0,0,0
827194,RESOLVED DUPLICATE of,2013-01-06 19:23,2014-01-16 08:43,Gaia::System,unspecified,ARM Gonk (Firefox OS),-- normal,,2,3,https://bugzilla.mozilla.org/show_bug.cgi?id=827194,,cyvins,0,0,0,0,0
830425,VERIFIED FIXED,2013-01-14 10:51,2013-02-14 14:39,General,unspecified,All Gonk (Firefox OS),-- normal,blocking-b2g: tef+,19,49,https://bugzilla.mozilla.org/show_bug.cgi?id=830425,,Jared Wein [:jaws] [Away for most of July] (please needinfo? me),1,1,1,116,0
846959,VERIFIED FIXED,2013-03-01 16:27,2013-04-03 16:24,Gaia::Calendar,unspecified,All All,-- normal,blocking-b2g: tef+,9,12,https://bugzilla.mozilla.org/show_bug.cgi?id=846959,,James Lal [:lightsofapollo] Unvailable until 6/30,0,0,0,0,0
851253,RESOLVED FIXED,2013-03-14 12:22,2013-04-24 14:11,General,unspecified,x86_64 Linux,-- normal,,7,13,https://bugzilla.mozilla.org/show_bug.cgi?id=851253,,Nikhil Marathe [:nsm] (needinfo? please),1,0,1,99,0
856543,RESOLVED FIXED,2013-04-01 00:45,2013-05-07 09:26,Gaia::Gallery,unspecified,ARM Gonk (Firefox OS),P2 normal,blocking-b2g: tef+,17,16,https://bugzilla.mozilla.org/show_bug.cgi?id=856543,,sync-1,0,1,0,0,0
859441,RESOLVED WORKSFORME,2013-04-08 11:50,2014-01-09 09:45,Gaia::System::Lockscreen,unspecified,x86 Mac OS X,-- normal,,3,3,https://bugzilla.mozilla.org/show_bug.cgi?id=859441,,Dietrich Ayala (:dietrich),0,0,0,0,0
865429,RESOLVED FIXED,2013-04-24 13:19,2013-06-21 15:18,Gaia::SMS,unspecified,All All,-- normal,blocking-b2g: tef+,7,15,https://bugzilla.mozilla.org/show_bug.cgi?id=865429,,Justin Lebar (not reading bugmail),1,0,0,0,0
867649,RESOLVED FIXED,2013-05-01 10:17,2013-06-24 08:59,Gaia::SMS,unspecified,All All,-- normal,blocking-b2g: tef+,7,14,https://bugzilla.mozilla.org/show_bug.cgi?id=867649,,Justin Lebar (not reading bugmail),1,1,0,0,0
867652,RESOLVED FIXED,2013-05-01 10:29,2013-05-14 17:44,Gaia::Calendar,unspecified,All All,-- normal,blocking-b2g: tef+,8,16,https://bugzilla.mozilla.org/show_bug.cgi?id=867652,,James Lal [:lightsofapollo] Unvailable until 6/30,0,0,0,0,0
867885,RESOLVED FIXED,2013-05-01 22:00,2013-05-29 15:47,Gaia::SMS,unspecified,All All,-- normal,,3,10,https://bugzilla.mozilla.org/show_bug.cgi?id=867885,,Justin Lebar (not reading bugmail),1,1,1,646,0
870444,NEW,2013-05-09 10:49,2013-05-09 11:39,General,unspecified,All All,-- normal,,2,1,https://bugzilla.mozilla.org/show_bug.cgi?id=870444,,Justin Lebar (not reading bugmail),0,0,0,0,0
872430,RESOLVED FIXED,2013-05-15 01:22,2013-06-21 02:41,General,unspecified,ARM Gonk (Firefox OS),P1 critical,blocking-b2g: leo+,14,37,https://bugzilla.mozilla.org/show_bug.cgi?id=872430,,leo.bugzilla.gecko,1,1,3,102 423 417,0
874668,RESOLVED WORKSFORME,2013-05-21 15:45,2013-08-27 02:36,Gaia::Dialer,unspecified,ARM Gonk (Firefox OS),-- normal,,8,11,https://bugzilla.mozilla.org/show_bug.cgi?id=874668,,Naoki Hirata :nhirata (please use needinfo instead of cc),0,0,0,0,0
885676,RESOLVED FIXED,2013-06-21 02:41,2013-07-11 02:18,Gaia::System,unspecified,ARM Gonk (Firefox OS),-- normal,,12,8,https://bugzilla.mozilla.org/show_bug.cgi?id=885676,,Alive Kuo [:alive][NEEDINFO!][OOO until 6/30],1,1,0,0,0
896830,RESOLVED DUPLICATE of,2013-07-22 18:38,2013-07-29 11:30,Gaia::Homescreen,unspecified,x86_64 Linux,-- normal,,1,4,https://bugzilla.mozilla.org/show_bug.cgi?id=896830,,Hubert Figuiere [:hub] - on PTO for a bit.,0,1,0,0,0
898707,RESOLVED INVALID,2013-07-26 21:09,2014-04-29 10:36,Vendcom,unspecified,All All,P1 blocker,blocking-b2g: hd+,14,29,https://bugzilla.mozilla.org/show_bug.cgi?id=898707,,DingYu,0,0,0,0,0
907028,NEW,2013-08-19 22:07,2014-03-04 02:53,Gaia::E-Mail,unspecified,x86 Mac OS X,-- normal,blocking-b2g: backlog,13,20,https://bugzilla.mozilla.org/show_bug.cgi?id=907028,,James Burke [:jrburke],1,0,0,0,0
907155,VERIFIED FIXED,2013-08-20 05:55,2013-12-23 00:18,Gaia::System,unspecified,All All,P1 blocker,blocking-b2g: hd+,13,115,https://bugzilla.mozilla.org/show_bug.cgi?id=907155,,lecky,0,0,2,123 21,1
908097,RESOLVED WORKSFORME,2013-08-22 01:02,2013-10-08 21:08,General,unspecified,All All,P2 normal,,1,0,https://bugzilla.mozilla.org/show_bug.cgi?id=908097,,lecky,0,0,0,0,0
911566,RESOLVED WORKSFORME,2013-09-01 07:17,2013-09-19 23:49,Gaia::System,unspecified,All All,-- normal,blocking-b2g: koi+,8,5,https://bugzilla.mozilla.org/show_bug.cgi?id=911566,,Michael Diener,0,1,0,0,0
916730,RESOLVED FIXED,2013-09-16 04:15,2013-11-23 10:02,Gaia::System,unspecified,x86_64 Linux,-- normal,blocking-b2g: -,6,6,https://bugzilla.mozilla.org/show_bug.cgi?id=916730,,Ben Francis [:benfrancis],0,0,0,0,0
917261,UNCONFIRMED,2013-09-17 05:30,2013-10-27 22:38,General,unspecified,All All,P1 critical,,6,18,https://bugzilla.mozilla.org/show_bug.cgi?id=917261,,lecky,0,0,0,0,0
933711,RESOLVED FIXED,2013-11-01 05:22,2013-12-05 18:18,General,unspecified,ARM Gonk (Firefox OS),P1 blocker,blocking-b2g: hd+,20,65,https://bugzilla.mozilla.org/show_bug.cgi?id=933711,,lecky,0,1,1,634,0
942967,RESOLVED DUPLICATE of,2013-11-25 11:26,2013-11-25 19:13,Hardware,unspecified,x86 Mac OS X,-- normal,,6,3,https://bugzilla.mozilla.org/show_bug.cgi?id=942967,,Dietrich Ayala (:dietrich),0,0,0,0,0
944845,UNCONFIRMED,2013-11-29 20:09,2014-02-26 22:17,General,unspecified,All All,P2 major,,2,3,https://bugzilla.mozilla.org/show_bug.cgi?id=944845,,lecky,0,0,0,0,0
945075,RESOLVED INVALID,2013-12-01 18:18,2013-12-16 20:45,Wifi,unspecified,All All,P2 critical,blocking-b2g: hd?,5,2,https://bugzilla.mozilla.org/show_bug.cgi?id=945075,,lecky,0,0,0,0,0
964196,RESOLVED FIXED,2014-01-27 02:01,2014-02-05 09:55,NFC,unspecified,ARM Gonk (Firefox OS),-- normal,,2,2,https://bugzilla.mozilla.org/show_bug.cgi?id=964196,,Thomas Zimmermann [:tzimmermann] [:tdz],0,0,0,0,0
971183,NEW,2014-02-11 11:59,2014-02-12 08:37,Gaia::E-Mail,unspecified,x86 Mac OS X,-- normal,,1,1,https://bugzilla.mozilla.org/show_bug.cgi?id=971183,,James Burke [:jrburke],0,0,0,0,0
974835,UNCONFIRMED,2014-02-20 02:14,2014-02-20 11:54,Vendcom,unspecified,All All,-- normal,blocking-b2g: -,2,2,https://bugzilla.mozilla.org/show_bug.cgi?id=974835,,Flaburgan,0,0,0,0,0
976331,NEW,2014-02-24 15:15,2014-06-15 04:41,Gaia::System::Lockscreen,unspecified,All All,-- normal,,2,5,https://bugzilla.mozilla.org/show_bug.cgi?id=976331,,Pierre Rudloff,0,0,0,0,0
990435,RESOLVED FIXED,2014-03-31 23:24,2014-05-28 03:19,Gaia::Homescreen,unspecified,Other Gonk (Firefox OS),-- normal,blocking-b2g: 1.3T+,16,46,https://bugzilla.mozilla.org/show_bug.cgi?id=990435,,pcheng,1,0,0,0,2
995886,RESOLVED FIXED,2014-04-14 00:18,2014-06-26 02:11,Gaia::Homescreen,unspecified,Other Gonk (Firefox OS),-- normal,blocking-b2g: 1.3T+,29,89,https://bugzilla.mozilla.org/show_bug.cgi?id=995886,,pcheng,0,1,3,283 87 166,2
998209,REOPENED,2014-04-17 23:14,2014-06-12 02:35,Gaia::Clock,unspecified,ARM Gonk (Firefox OS),-- normal,blocking-b2g: backlog,8,21,https://bugzilla.mozilla.org/show_bug.cgi?id=998209,,Julien Wajsberg [:julienw] (away June 21 to 30),0,0,0,0,1
999390,NEW,2014-04-22 05:23,2014-04-22 05:23,Gaia::First Time Experience,unspecified,All All,-- normal,,1,0,https://bugzilla.mozilla.org/show_bug.cgi?id=999390,,Jan Keromnes [:janx],0,0,0,0,0
1001806,NEW,2014-04-26 01:57,2014-06-23 19:32,Gaia::System,unspecified,All All,P1 normal,,5,9,https://bugzilla.mozilla.org/show_bug.cgi?id=1001806,,sync-1,0,0,0,0,0
1013066,NEW,2014-05-19 23:14,2014-06-25 19:22,GonkIntegration,unspecified,All All,-- normal,blocking-b2g: 1.3+,11,16,https://bugzilla.mozilla.org/show_bug.cgi?id=1013066,,Duan Xiaodong,0,0,1,51,0
1016833,NEW,2014-05-28 00:31,2014-06-25 16:19,Gaia::Dialer,unspecified,ARM Gonk (Firefox OS),-- normal,,4,3,https://bugzilla.mozilla.org/show_bug.cgi?id=1016833,,panda67231,0,1,0,0,0
1020885,UNCONFIRMED,2014-06-05 02:56,2014-06-22 12:02,Hardware,unspecified,ARM Gonk (Firefox OS),-- normal,,3,0,https://bugzilla.mozilla.org/show_bug.cgi?id=1020885,,greatwall2686,0,1,0,0,0
1024341,NEW,2014-06-12 00:45,2014-06-22 11:30,Gaia::Dialer,unspecified,ARM Gonk (Firefox OS),-- normal,,1,0,https://bugzilla.mozilla.org/show_bug.cgi?id=1024341,,greatwall2686,0,1,0,0,0
